latitude,longitude,elevation,slope,aspect,B2,B3,B4,B5,NDVI,NDWI,NBR,label
27.54185342021908,88.50083315995737,1279.2388916015625,35.369041442871094,209.31906127929688,288.0,264.0,343.0,224.0,0.1301482766866684,-0.0871632322669029,0.209876537322998,1
27.11355301001602,88.25410827338118,408.5574951171875,36.39728546142578,128.0269775390625,165.0,127.0,301.0,177.0,0.4065420627593994,-0.2918455004692077,0.2594142258167267,1
27.19963085291552,88.55574913799438,561.217529296875,27.8170108795166,223.31858825683597,462.0,441.0,519.0,334.0,0.0812499970197677,-0.0581039749085903,0.216881588101387,1
27.13896909303213,88.47640291102189,522.4979858398438,35.482757568359375,132.32366943359375,183.0,150.0,280.0,200.0,0.302325576543808,-0.2095032334327697,0.1666666716337204,1
27.3115298050076,88.31481279975466,755.7437744140625,33.54410552978516,136.0462646484375,388.0,363.0,478.0,321.0,0.1367419809103012,-0.1039260998368263,0.1964956223964691,1
27.39203733515344,88.63531153030621,1454.06298828125,29.21047782897949,170.38092041015625,424.0,402.0,472.0,315.0,0.0800915360450744,-0.0535714291036129,0.1994917392730713,1
27.13356389881865,88.36188763777798,855.5944213867188,46.16993713378906,280.1913757324219,296.0,270.0,353.0,256.0,0.1332263201475143,-0.0878274291753768,0.1592774987220764,1
27.304228243397706,88.3410113174557,1400.28662109375,54.70047378540039,199.16087341308597,293.0,271.0,352.0,247.0,0.1300160586833953,-0.0914728716015815,0.1752921491861343,1
27.19750213118397,88.72355062806143,1171.2469482421875,42.163028717041016,92.09765625,424.0,393.0,490.0,337.0,0.1098527759313583,-0.0722100660204887,0.1850060522556305,1
27.1522994032625,88.51244839467691,487.7608642578125,29.01006317138672,138.05853271484375,350.0,327.0,413.0,298.0,0.1162162125110626,-0.082568809390068,0.1617440283298492,1
27.389054136430985,88.33714962840757,1471.5919189453125,33.0871467590332,245.77243041992188,343.0,323.0,404.0,291.0,0.1114167794585228,-0.081659972667694,0.1625899225473404,1
27.127102075143394,88.44852671724968,479.7538146972656,42.80022048950195,179.984130859375,245.0,214.0,324.0,230.0,0.2044609636068344,-0.1388400644063949,0.1696750968694687,1
27.26651453864767,88.82119303539224,2611.162109375,41.0615348815918,119.46218872070312,523.0,498.0,584.0,336.0,0.0794824436306953,-0.0551038831472396,0.269565224647522,1
27.391827618310607,88.33136712943744,1541.216552734375,33.90879821777344,248.484375,319.0,299.0,390.0,272.0,0.1320754736661911,-0.1001410409808158,0.1782477349042892,1
27.1645460010974,88.14391130610525,1926.3209228515625,43.02326965332031,92.16012573242188,393.0,372.0,447.0,270.0,0.0915750935673713,-0.0642857179045677,0.246861919760704,1
27.295111039423887,88.76365378024272,2271.162109375,59.57905197143555,173.82666015625,471.0,442.0,528.0,336.0,0.088659793138504,-0.0570570565760135,0.2222222238779068,1
27.26802402848442,88.37367536205807,1362.681640625,20.984621047973636,186.3363494873047,433.0,410.0,474.0,305.0,0.072398193180561,-0.0452039688825607,0.2169447988271713,1
27.128087409628325,88.31140448229654,441.00439453125,44.71757125854492,126.30560302734376,188.0,154.0,272.0,179.0,0.276995301246643,-0.1826086938381195,0.2062084227800369,1
27.146977343322515,88.3358648685288,1229.8585205078125,36.39703369140625,210.4890594482422,339.0,317.0,388.0,283.0,0.1007092222571373,-0.0674002766609191,0.1564828604459762,1
27.21472987642324,88.37133390376454,1534.0323486328125,64.07196807861328,160.6068115234375,330.0,307.0,391.0,287.0,0.120343841612339,-0.0846047177910804,0.1533923298120498,1
27.26564793457157,88.15268122490052,1181.6268310546875,50.366790771484375,194.5611267089844,295.0,264.0,361.0,234.0,0.1552000045776367,-0.1006097570061683,0.2134453803300857,1
27.24706433681568,88.2256484319483,1601.35791015625,34.330078125,60.211212158203125,365.0,344.0,426.0,287.0,0.1064935028553009,-0.0771175697445869,0.1949509084224701,1
27.426590814655462,88.65629412447058,1936.1458740234373,51.53582000732422,169.97332763671875,409.0,386.0,443.0,301.0,0.0687575414776802,-0.0399061031639575,0.1908602118492126,1
27.38758966302461,88.3401663236942,1519.9869384765625,38.67488861083984,168.9267578125,288.0,263.0,361.0,264.0,0.1570512801408767,-0.1124807372689247,0.1552000045776367,1
27.27193187823801,88.17442095469099,1390.6622314453125,45.287696838378906,216.3267974853516,396.0,373.0,442.0,276.0,0.0846625789999961,-0.0548925995826721,0.2311977744102478,1
27.268304756055613,88.82969290353881,2530.134521484375,55.36124038696289,126.61734008789062,534.0,508.0,599.0,337.0,0.0822041556239128,-0.0573698133230209,0.279914528131485,1
27.3692211715001,88.2765166430579,1942.1239013671875,27.614896774291992,207.38851928710935,479.0,467.0,533.0,294.0,0.0659999996423721,-0.0533596836030483,0.2889963686466217,1
27.26033465060037,88.72241777527844,1364.511474609375,15.08377170562744,282.09637451171875,364.0,333.0,416.0,290.0,0.1108144223690033,-0.0666666701436042,0.1784702539443969,1
27.308470143070775,88.75176496433929,2810.529541015625,35.1851921081543,205.7257537841797,469.0,438.0,505.0,297.0,0.0710498392581939,-0.0369609855115413,0.2593516111373901,1
27.20601300521284,88.49108738487996,430.0465087890625,36.41542434692383,300.6875305175781,339.0,320.0,399.0,288.0,0.1098748296499252,-0.0813008099794387,0.161572054028511,1
27.289748213736654,88.2630393626291,1428.346435546875,38.00010299682617,148.507568359375,316.0,294.0,375.0,260.0,0.1210762336850166,-0.0853835046291351,0.1811023652553558,1
27.389931849081115,88.33116692858194,1400.77490234375,43.675689697265625,234.27542114257807,340.0,322.0,408.0,288.0,0.1178082227706909,-0.0909090936183929,0.1724137961864471,1
27.29850388281441,88.71676889788976,2053.32421875,41.4541015625,132.0721435546875,494.0,472.0,542.0,359.0,0.069033533334732,-0.0463320463895797,0.2031076550483703,1
27.129565714669063,88.29238784173242,451.6795043945313,46.36665725708008,193.00857543945312,143.0,106.0,235.0,131.0,0.3782991170883178,-0.2433862388134002,0.284153014421463,1
27.14064414925569,88.17907275658067,701.4996337890625,21.493070602416992,179.766845703125,159.0,123.0,285.0,162.0,0.3970588147640228,-0.2837837934494018,0.2751677930355072,1
27.29695332920992,88.76398401361608,2473.47021484375,45.43188095092773,160.16534423828125,450.0,425.0,508.0,331.0,0.0889603421092033,-0.0605427958071231,0.2109654396772384,1
27.48968249107212,88.50958980930241,840.6775512695312,30.30541038513184,190.64236450195312,307.0,286.0,365.0,251.0,0.1213517636060714,-0.0863095223903656,0.1850649416446685,1
27.31368243056741,88.65778250299746,2090.866455078125,32.34872055053711,347.0084228515625,427.0,403.0,483.0,318.0,0.0902934521436691,-0.0615384615957737,0.205992504954338,1
27.133871065168613,88.31377503923136,562.2109375,20.21368408203125,186.4888458251953,201.0,174.0,259.0,183.0,0.1963048428297042,-0.126086950302124,0.1719457060098648,1
27.1305323489331,88.26238296933633,435.8882446289063,43.16325759887695,133.2188720703125,152.0,116.0,264.0,156.0,0.3894736766815185,-0.2692307829856872,0.2571428716182709,1
27.28409755586068,88.5462415406262,1477.1326904296875,30.26366424560547,100.3651123046875,370.0,340.0,425.0,304.0,0.1111111119389534,-0.069182388484478,0.1659808009862899,1
27.12344029918411,88.37159950494072,625.4312133789062,38.519779205322266,185.4123077392578,252.0,233.0,337.0,249.0,0.1824561357498169,-0.1443123966455459,0.1501706540584564,1
27.33852155285947,88.67273586771086,1737.056640625,50.39316177368164,197.6446228027344,369.0,350.0,416.0,266.0,0.0861618816852569,-0.0598726123571395,0.2199413478374481,1
27.131706326347256,88.33162934722935,865.6994018554688,40.99110412597656,172.9854736328125,303.0,276.0,360.0,253.0,0.1320754736661911,-0.0859728530049324,0.1745513826608657,1
27.12420115903272,88.36227304283182,556.3300170898438,43.21714401245117,223.875732421875,223.0,194.0,296.0,208.0,0.2081632614135742,-0.1406551003456115,0.1746031790971756,1
27.25145395998019,88.64246110487804,1751.867919921875,46.48402786254883,165.1826171875,385.0,368.0,432.0,307.0,0.0799999982118606,-0.0575275383889675,0.1691474914550781,1
27.275719578495632,88.28580250677769,900.4425659179688,50.86238861083984,193.07579040527344,319.0,283.0,378.0,283.0,0.1437216401100158,-0.0846484899520874,0.1437216401100158,1
27.26886175215093,88.15255737684149,1316.388671875,32.435752868652344,90.3338623046875,382.0,366.0,430.0,273.0,0.0804020091891288,-0.0591133013367652,0.2233285903930664,1
27.15872090187693,88.45215126607101,1110.9853515625,36.49031448364258,205.6898651123047,414.0,386.0,460.0,328.0,0.0874704495072364,-0.0526315793395042,0.1675126850605011,1
27.35340369480984,88.85608992425013,4112.5732421875,37.27391052246094,132.68951416015625,280.0,250.0,318.0,195.0,0.119718313217163,-0.0635451525449752,0.2397660762071609,1
