latitude,longitude,elevation,slope,aspect,B2,B3,B4,B5,NDVI,NDWI,NBR,label
27.514652403225703,88.37831770666251,3751.535400390625,29.82809123208415,92.15600600332357,474.0,451.0,529.0,263.0,0.07959183673469387,-0.054835493519441676,0.33585858585858586,0
27.219809150917207,88.11835461432436,2795.4658203125,12.56191307328825,359.5365600114127,441.0,424.0,484.0,277.0,0.06607929515418502,-0.046486486486486484,0.2720105124835742,0
27.390975164898986,88.23107377854032,2360.2314453125,21.124288228123618,181.84122627571494,353.0,328.0,393.0,233.0,0.09015256588072122,-0.05361930294906166,0.25559105431309903,0
27.45174828544512,88.37514483580979,2197.81884765625,36.61044681457286,298.77844457262586,398.0,370.0,427.0,276.0,0.07151819322459223,-0.03515151515151515,0.2147937411095306,0
27.147995066842405,88.23791852742049,1466.5494384765625,47.81290828829347,215.28514714178797,341.0,320.0,390.0,245.0,0.09859154929577464,-0.06703146374829001,0.2283464566929134,0
27.264936287220724,88.0753643012068,2104.4736328125,35.280623029545865,12.705172532148822,278.0,253.0,337.0,194.0,0.1423728813559322,-0.0959349593495935,0.2693032015065913,0
27.296663001655507,88.22840817244628,1690.450439453125,49.059994825561176,161.34297685920376,382.0,363.0,438.0,290.0,0.09363295880149813,-0.06829268292682927,0.2032967032967033,1
27.352250997610962,88.28802281162903,1918.422119140625,24.50274722791304,251.14774166160433,356.0,336.0,400.0,251.0,0.08695652173913043,-0.0582010582010582,0.22887864823348694,0
27.131365661794515,88.48203334081447,352.2836608886719,41.32530984526221,197.79403698850803,221.0,192.0,296.0,213.0,0.21311475409836064,-0.1450676982591876,0.16306483300589392,1
27.30539130033286,88.87873546493792,3430.124755859375,30.423071200562646,176.14141378817885,416.0,398.0,472.0,313.0,0.08505747126436781,-0.06306306306306306,0.20254777070063695,0
27.207359950380024,88.71513794887066,948.82958984375,27.629718534329243,168.44792917209452,418.0,385.0,469.0,288.0,0.09836065573770492,-0.05749718151071026,0.23910171730515192,0
27.398618090916997,88.65407358351382,2244.76025390625,46.18389321042572,136.34255628857397,372.0,353.0,415.0,269.0,0.08072916666666667,-0.054637865311308764,0.2134502923976608,1
27.389054136430985,88.33714962840757,1471.5919189453125,33.06524169188722,245.7508561167409,343.0,323.0,404.0,291.0,0.11141678129298486,-0.08165997322623829,0.16258992805755396,1
27.12857322058121,88.5779703937395,1827.277099609375,40.43838916544608,328.20577019030594,398.0,369.0,441.0,328.0,0.08888888888888889,-0.05125148986889154,0.1469440832249675,0
27.369179555593085,88.51770731176235,-32768.0,0.0,0.0,462.0,436.0,510.0,302.0,0.07822410147991543,-0.04938271604938271,0.2561576354679803,0
27.411569383308574,88.72974022724559,3870.397705078125,54.700801209500895,311.19019001939546,452.0,432.0,503.0,330.0,0.07593582887700535,-0.05340314136125655,0.20768307322929172,0
27.133214651926004,88.25205241158653,838.260009765625,39.24852499652051,120.29923968314631,204.0,181.0,293.0,199.0,0.23628691983122363,-0.1790744466800805,0.1910569105691057,1
27.543274554361872,88.35578052471111,3526.25439453125,44.96656688559134,55.546114075977925,374.0,348.0,423.0,251.0,0.09727626459143969,-0.06148055207026349,0.2551928783382789,0
27.172105261331872,88.54285980391124,529.0049438476562,43.19301904712093,355.9796900726501,339.0,315.0,400.0,276.0,0.11888111888111888,-0.08254397834912043,0.1834319526627219,0
27.397017257380323,88.77025551634243,4051.14111328125,3.2590105236307294,35.424652103085236,552.0,546.0,690.0,388.0,0.11650485436893204,-0.1111111111111111,0.28014842300556586,0
27.256002584573096,88.44293000259383,511.96270751953125,27.969375568818478,30.46912913240584,360.0,339.0,406.0,297.0,0.08993288590604027,-0.06005221932114883,0.155049786628734,0
27.240978211852344,88.13837195200227,1683.578857421875,43.45452706594658,57.38775300259897,415.0,397.0,462.0,260.0,0.07566938300349244,-0.053591790193842644,0.27977839335180055,1
27.244160471739523,88.49417275820241,881.1107788085938,18.00283245140354,229.68750884780331,409.0,379.0,478.0,328.0,0.11551925320886815,-0.0777903043968433,0.18610421836228289,0
27.51739330088853,88.63742621913919,-32768.0,0.0,0.0,433.0,419.0,490.0,281.0,0.0781078107810781,-0.06175514626218852,0.2710765239948119,0
27.404079973625457,88.61359925621238,-32768.0,0.0,0.0,270.0,242.0,327.0,237.0,0.14938488576449913,-0.09547738693467336,0.1595744680851064,0
27.35544505076198,88.66641809455143,1692.236572265625,31.21544468561971,147.25803539589668,188.0,166.0,252.0,159.0,0.20574162679425836,-0.14545454545454545,0.22627737226277372,1
27.297416142701305,88.76583343778812,2438.4873046875,61.536279637180606,166.11084738443606,474.0,448.0,523.0,341.0,0.07723995880535531,-0.04914744232698094,0.21064814814814814,1
27.45810799533374,88.19814551822535,-32768.0,0.0,0.0,368.0,349.0,397.0,214.0,0.064343163538874,-0.03790849673202614,0.2995090016366612,0
27.160042366955263,88.32324648221356,1261.0465087890625,24.386996323876318,1.2421627535933908,324.0,304.0,386.0,268.0,0.11884057971014493,-0.08732394366197183,0.18042813455657492,0
